PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,batch,condition,study,sample_id
-5.338654077153655,4.085260297237534,1.1305899610454364,-3.5309595650740624,2.0732954844207394,-2.1065133067033495,-3.4092357251436196,2.9524201395116694,0.14828960652558482,-9.028183927308634,batch_1,Alzheimer's disease,geo_GSE_SYNTH_0,GSM_GSE_SYNTH_0_18
9.656228528765913,4.033234842404518,3.5699370648680087,-4.134564662721409,-4.254969203371501,-2.9963432437020514,-2.948811751436883,-0.13582576592348064,-10.513664602590907,0.817169636012879,batch_1,control,geo_GSE_SYNTH_0,GSM_GSE_SYNTH_0_19
-5.534381310047549,6.661845488239792,-4.450906957265706,2.5534337092379014,-5.959873704000194,6.22472300149564,-0.36032262022529327,5.1866093207205175,7.022342380479245,5.022570153608627,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_0
-5.082071020216473,-10.519038182211695,-2.5188196708845503,5.052173779495545,2.187302351542774,3.6372234090839566,1.6093391009229345,1.232231713979348,1.4563935888503892,-1.6321119809475948,batch_1,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_1
-7.746794301711041,-7.155125225311661,2.332493200107721,-3.6122100817561114,0.8020571540952267,6.946118137375531,6.201270731628706,-7.166225207574029,3.6792957173761707,4.931226571788519,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_2
-1.6564552031185467,1.8673131639743268,-1.6303167586376033,7.812052124385415,-2.8376053761261346,1.2769547503851497,4.843881887710018,4.936411823378624,-13.419045849224128,6.640003996331925,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_3
-4.730546265820916,5.7001067900170606,12.092109164983876,-1.6581430687899699,9.374581957100771,-10.48617996017029,1.4948111961973256,-0.10418112728033613,1.844312950985532,8.56284084357089,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_4
9.931772945769595,5.554609467796164,3.407781094408238,9.52022434790422,5.023733028952291,5.792044049826581,-4.272505637963757,8.168033158227555,6.264068663757808,2.460744711946162,batch_2,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_5
-6.484778275742623,-12.066637117698422,4.176339585453343,4.190547291355111,-4.72143265136198,1.193637067795435,-5.95999776089806,-1.8694822161900502,-5.572591046816414,1.0374418200404545,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_6
7.989868287315416,2.3523868033390936,-0.9467121393927809,5.452163633062125,9.026983347728871,6.347436977406639,-2.2386582026489816,-8.059368474814697,-2.781281028370727,-8.479723677669986,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_7
9.04091472876077,-8.274222801196789,-0.7602400194810967,-1.850258152419161,4.900036314228413,-0.11036497785712106,-7.687781118073646,-2.8381431667880817,2.0875104315568573,6.004639862718062,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_8
7.563252388045583,-6.080594769899793,3.5689051986176468,-6.361795253514315,-9.410057017382776,-3.0090721823428628,-6.370764563717888,0.2827531663482434,3.5516417935241718,-2.276628609298159,batch_2,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_9
-2.885301391968742,-8.403629998971942,-4.335640664142977,-2.7960817723841838,4.75255412926677,-7.762776514084454,1.3480993786110669,8.493350174569049,3.0660158144679883,-2.983159888497926,batch_1,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_10
9.327511124260546,-6.342164343258819,-7.136031092982298,-1.2003292482692567,1.4188960713950698,-3.3440888413437992,11.530142418758263,-0.7165200083546016,-0.25570985520119927,0.22774456282331929,batch_1,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_11
-1.140488973303491,3.934365375711336,6.132261545064821,9.151217073706546,-3.8358584268976363,-6.335585934288591,7.700591137356727,-7.510221584876926,3.093894456975553,-7.044500025162705,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_12
-5.108617379916762,2.095191392752199,3.5900991230979855,3.347784791104724,-9.384517445000856,-0.9067744552511677,-2.227032365467927,1.7704021612432246,2.9586930044750317,-3.6867618250035323,batch_2,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_13
-5.329233064251486,3.0727474997158133,-5.954323617502496,-4.5715231489454,4.233527499198821,-0.36017987997795137,0.4034118276048321,7.731528234266247,-4.150396927763937,-5.536205020644547,batch_2,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_14
9.93959559422092,5.865318789871127,-1.6550482048590156,-7.347890126344297,-6.01422668434371,2.749283662837585,7.580098476242918,0.022979348293102653,3.4636924767373944,1.593144797999359,batch_1,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_15
-5.470862814776998,8.293843492367653,-15.082769465933627,1.169236084536221,-0.6079709788278207,-6.496618459422668,-7.293310219090363,-9.78599512783065,1.0578832210994376,4.449808073738724,batch_2,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_16
-6.940959519110465,5.325189035122504,4.470292653435046,-11.185077754569646,3.2335441493828476,9.747076698937782,0.05677380963362431,-2.5907565609047367,-3.0013447968438447,-1.0800600760458519,batch_1,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_17
-5.338654077153655,4.085260297237534,1.1305899610454364,-3.5309595650740624,2.0732954844207394,-2.10651330670335,-3.4092357251436196,2.9524201395116685,0.14828960652558473,-9.028183927308636,batch_1,Alzheimer's disease,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_18
9.656228528765913,4.033234842404518,3.5699370648680087,-4.134564662721409,-4.254969203371501,-2.9963432437020514,-2.948811751436883,-0.13582576592348064,-10.513664602590907,0.817169636012879,batch_1,control,geo_GSE_SYNTH_1,GSM_GSE_SYNTH_1_19
-5.534381310047549,6.661845488239792,-4.450906957265706,2.5534337092379014,-5.959873704000194,6.22472300149564,-0.36032262022529327,5.1866093207205175,7.022342380479245,5.022570153608627,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_0
-5.082071020216473,-10.519038182211695,-2.5188196708845503,5.052173779495545,2.187302351542774,3.6372234090839566,1.6093391009229345,1.232231713979348,1.4563935888503892,-1.6321119809475948,batch_1,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_1
-7.746794301711041,-7.155125225311661,2.332493200107721,-3.6122100817561114,0.8020571540952267,6.946118137375531,6.201270731628706,-7.166225207574029,3.6792957173761707,4.931226571788519,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_2
-1.6564552031185467,1.8673131639743268,-1.6303167586376033,7.812052124385415,-2.8376053761261346,1.2769547503851497,4.843881887710018,4.936411823378624,-13.419045849224128,6.640003996331925,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_3
-4.730546265820916,5.7001067900170606,12.092109164983876,-1.6581430687899699,9.374581957100771,-10.48617996017029,1.4948111961973256,-0.10418112728033613,1.844312950985532,8.56284084357089,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_4
9.931772945769595,5.554609467796164,3.407781094408238,9.52022434790422,5.023733028952291,5.792044049826581,-4.272505637963757,8.168033158227555,6.264068663757808,2.460744711946162,batch_2,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_5
-6.484778275742623,-12.066637117698422,4.176339585453343,4.190547291355111,-4.72143265136198,1.193637067795435,-5.959997760898058,-1.86948221619005,-5.572591046816414,1.0374418200404538,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_6
7.989868287315416,2.3523868033390936,-0.9467121393927809,5.452163633062125,9.026983347728871,6.347436977406639,-2.238658202648983,-8.059368474814697,-2.781281028370727,-8.479723677669986,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_7
9.04091472876077,-8.274222801196787,-0.7602400194810967,-1.850258152419159,4.900036314228412,-0.1103649778571201,-7.687781118073644,-2.838143166788084,2.087510431556855,6.004639862718066,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_8
7.563252388045582,-6.080594769899794,3.5689051986176485,-6.361795253514318,-9.41005701738278,-3.009072182342865,-6.370764563717885,0.28275316634824393,3.5516417935241753,-2.276628609298156,batch_2,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_9
-2.885301391968741,-8.403629998971942,-4.335640664142977,-2.796081772384183,4.752554129266768,-7.762776514084453,1.3480993786110669,8.493350174569047,3.06601581446799,-2.983159888497928,batch_1,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_10
9.327511124260548,-6.342164343258817,-7.136031092982297,-1.2003292482692556,1.4188960713950698,-3.3440888413437957,11.530142418758263,-0.716520008354604,-0.2557098552011998,0.22774456282332148,batch_1,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_11
-1.1404889733034915,3.9343653757113373,6.132261545064821,9.151217073706547,-3.8358584268976355,-6.335585934288592,7.700591137356728,-7.510221584876926,3.0938944569755527,-7.044500025162705,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_12
-5.108617379916759,2.0951913927522017,3.5900991230979846,3.347784791104723,-9.384517445000853,-0.906774455251169,-2.2270323654679283,1.7704021612432215,2.958693004475031,-3.686761825003536,batch_2,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_13
-5.329233064251487,3.0727474997158155,-5.954323617502494,-4.5715231489454,4.233527499198822,-0.36017987997795237,0.4034118276048359,7.7315282342662455,-4.150396927763937,-5.5362050206445454,batch_2,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_14
9.939595594220922,5.86531878987113,-1.655048204859016,-7.3478901263443,-6.014226684343711,2.7492836628375867,7.5800984762429255,0.02297934829310387,3.4636924767373922,1.5931447979993634,batch_1,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_15
-5.470862814776996,8.293843492367653,-15.082769465933625,1.1692360845362224,-0.607970978827821,-6.496618459422668,-7.293310219090365,-9.785995127830653,1.0578832210994369,4.449808073738728,batch_2,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_16
-6.940959519110465,5.325189035122501,4.470292653435044,-11.185077754569642,3.2335441493828463,9.747076698937782,0.056773809633622406,-2.590756560904735,-3.0013447968438465,-1.0800600760458519,batch_1,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_17
-5.338654077153652,4.085260297237535,1.1305899610454344,-3.5309595650740664,2.073295484420738,-2.106513306703352,-3.4092357251436245,2.952420139511667,0.14828960652558545,-9.02818392730863,batch_1,Alzheimer's disease,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_18
9.656228528765912,4.03323484240452,3.5699370648680073,-4.134564662721413,-4.2549692033715,-2.9963432437020483,-2.948811751436886,-0.13582576592348442,-10.513664602590909,0.8171696360128802,batch_1,control,geo_GSE_SYNTH_2,GSM_GSE_SYNTH_2_19
